P_gen [pu],V_ext [pu]
0.7963307513010552,0.9687923308171099
0.49631024163013154,0.9793964942610038
0.644694561545765,0.9922863803938268
0.8068171902491547,0.9688607866969011
0.5489324180730556,0.9844548499933312
0.6139865831844701,0.9733325414785978
0.7021044835421161,1.0302092293078082
0.6373171499236874,1.0242333584437937
0.5584730655981393,1.0088346522873846
0.6045280521195522,0.9637575812488886
0.46504754398245884,1.0100267824977056
0.8136144274493103,1.020897881537229
0.6207169329575204,1.0001630014954517
0.4658365409931284,1.0292291215084157
0.6760285273022811,1.033357551203402
0.3212232307265022,1.0023561200296545
0.5027905104698358,1.032137073164623
0.5424193086787679,0.9426669355899847
0.48467693043658644,1.0271108976763699
0.7298174699808174,0.995652168724337
0.599857456298112,0.9735254854239871
0.4537489384069288,0.9766910130111146
0.8567968509326069,1.013721123983256
0.43082268630334586,0.9794715604511028
0.7593226628194237,0.9991750200058785
0.5884762925592951,1.0154477239536326
0.8405357670015594,1.038746397186811
0.6215183751597856,1.0357756368375328
0.6300448685057283,1.0440582603155408
0.7564811434136232,1.0029208307290869
0.7192322141445809,0.9587727320313247
0.8475217551284155,0.9980948398851226
0.8379346888394783,1.0366271717508098
0.8888339041157253,0.9939541957697894
0.768118061307989,0.9898036794145908
0.31041695937344915,1.0181363270003245
0.7394440554979548,0.9789795042201244
0.6308249513611595,1.0543827512687833
0.624639068924407,1.0094619675169199
0.6493904290021606,0.9857696122173293
0.548005009383579,0.981592759803858
0.62308638323025,1.0044267010817314
0.3453706270487596,0.9949292041326615
0.5955669744087679,0.9779740299822712
0.40557929886670285,1.0014281433261765
0.8076919533240082,0.9955473792963349
0.8869047993943776,0.9919048595945532
0.8151567238563947,0.9739521887175732
0.5997898232951885,0.9596988183653019
0.7090469776379136,0.999995882386334
0.46170355628458415,0.9990928116323808
0.3185126811027526,1.0010311492353114
0.816310942620827,0.9869888986778426
0.4097820111911729,1.0320345741703183
0.8957427639383899,1.0144756514703581
0.8449938012447935,0.9863636462654722
0.4351811057764683,1.0290628648440578
0.8037050490008801,1.0030765564580106
0.6227170030979396,1.0157304203904105
0.6802003437585362,0.99533979381763
0.5757019480409052,0.9864962492937607
0.3609853628002524,0.9983590831663799
0.801591694217795,0.958774270900422
0.5270947480252799,1.0277814450592093
0.6485107065101449,0.9980341027685543
0.3335637522139501,1.0225506227207206
0.7240275737950218,1.0257493857576159
0.66047000787257,0.9998255681848466
0.5925467904082556,1.026744306127571
0.8136803072123494,0.9890449092401352
0.4441108583985714,1.0379571148548565
0.8037552726880053,1.0227942576259188
0.6493948231329187,0.9867103490378766
0.6278213420270432,1.0229592928337048
0.43585443895338605,1.0140985158198346
0.5185623155735691,0.9692035481748715
0.8947499837032721,1.000472298233968
0.6454250858060033,1.001289916817915
0.7202079334264639,0.9837783919445862
0.550923720150666,1.0056302115332514
0.3394479978280351,1.0002695154454144
0.4640000593575738,1.0096610049092232
0.3816246897145001,1.0175771312336492
0.45516390265635803,0.9927985138286438
0.7312981036443639,1.0005959885029496
0.6606060002059007,1.0165370501703417
0.5913651642007695,1.0036581292281386
0.7352992035049096,0.984970902259219
0.6869564210637567,1.04259375461229
0.5164006422669593,0.9468981277868985
0.5773094880174809,0.9810541216105175
0.7057089358338674,0.9927300064948864
0.5097142427633945,1.031822437075096
0.7817476982586367,0.9790870021524214
0.7022381858514741,1.0028561618064762
0.4409112074371014,0.9783954286310932
0.46920021255506167,0.9856447504099666
0.47860254665476476,1.032216376208109
0.613968840445923,0.9823891395894544
0.8734929116446917,0.9613358761398999
0.6418522424419966,0.9693995117898285
0.4566788870279638,1.0377658676002444
0.36146499576437274,0.9781459354711761
0.6218493233153284,1.0122017850966925
0.7925351719834879,1.0051222145333416
0.49027340076794557,1.012934253970116
0.48165688645897775,0.9795872291737887
0.8858009702894386,0.9712095955703622
0.4926177969728067,0.9894089325899484
0.7901366447517953,1.01529628026312
0.5297714331607549,0.9907286014252772
0.8416572764905623,0.9961940699773464
0.7681000359720298,0.9963796383154975
0.42087591020405174,1.0056899181650807
0.5764306137582593,0.9913628122965555
0.7102012158328846,0.9910476601525043
0.5064483989111275,0.9993025658655414
0.8216666692114523,0.9599630609961661
0.32454846491775774,0.9926524848914585
0.776999850561278,1.0028301735026612
0.3478689969088368,0.9801167626433417
0.5502274275163921,0.986066813214079
0.4462516499007831,0.9754985773176197
0.4258100987071135,0.9959482234575456
0.36860804674190223,1.0380328526202816
0.7745424908145874,1.019639503931295
0.7286834951607931,1.032629737962773
0.7660260202427827,0.977751982545504
0.5613121555476186,0.9920897580128987
0.8775996072854053,1.0190711448652674
0.6465030991787329,1.0171837157891104
0.36311804940527287,1.006779996140862
0.5140409539287404,0.9806924807844749
0.46062039485348133,1.0042568251261272
0.7442636711078139,1.0073645363044375
0.8014961238942249,1.029391956354296
0.5464283022238576,1.0270322302523949
0.8595998045591728,1.033978580309824
0.5802016499953407,0.9928478409799968
0.5166283691834197,1.033501372597034
0.4976132262866961,0.9326548925061269
0.5426261054763473,0.9994241747494188
0.3204042369461771,0.9970705018316408
0.7769645359726667,1.0155072445191577
0.8361408888676966,1.0093315401655378
0.685722505585914,0.9816807628011284
0.8514831671617799,0.9837872565106546
0.4853663086049111,0.9820052925369359
0.6475593104290213,0.9768091967965024
0.48055695776424406,0.9678934973740091
0.7976028975068151,1.0161647653023027
0.5059448299856233,0.9595594235129331
0.6453268098816056,0.9746941047062538
0.7314735630320464,0.9843395468250992
0.7510409974423133,0.988587856908171
0.6301048865770099,0.9992017134968265
0.714932885833253,0.9676652476402261
0.5074350132029584,0.9712961785028816
0.6852780331831839,0.9730103922594419
0.5048028406563869,0.986098177200118
0.45478765622897044,1.0215951072055116
0.8247409106101283,1.0062043733794412
0.4380919083528346,0.9941931319691533
0.49520615321561895,0.9973480432071471
0.4925301698089737,0.969455513642064
0.42880935579726465,0.9741091620870376
0.7591629187147085,1.0291529209920556
0.8933743284663023,0.9816085828351298
0.5562594246196759,1.0000921725174656
0.5371380435416349,0.9634044589022229
